text,label
"1 keep essay other brands. .. . cheaper brand. Stunned pine tree state! This ginger IS soooo worth the money. Tender, moist and ne'er a army of the righteous down.",augmented
"I have a slightly different version of this - different brand. My son bulge use it around six months, and he really enjoys it. He DOES have messy if he eats something sticky or juicy like banana or citrullus vulgaris, but whatever. .. Anyway, I also had trouble cleaning it, until I tried scrubbing it with a nail or vegetable brush. That works pretty well. It takes some time, but not every bit much as it would take to run food done a food mill or blender, or cut it upward, then clean it up off him, the chair, the floor, the dog, me, advantageously you go the picture.",augmented
"I have been drinking Royal King 100% Natural Organic Green Tea (100 tea bags x 2g each) as my every day tea for several years now. I buy 12 boxes at a time to save on shipping. For many years I used to drink coffee from morning cashbox night. But finally 1 realized that drinking so much coffee was not healthy for me. I finally resolved to improve my health and stopped drinking coffee all together. I tried many alternative drinks to replace my coffee habit. I found that green tea was not only good tasting it also has health benefits. Green tea is one of the few drinks that actually makes you healthier (coffe and other drinks do not) - the only healthier drink is quality cold water. In my opinion, for the price, Royal King 100% Natural Organic Green Tea is one of the best tasting teas. This green tea has a beautiful golden color, the taste is bright and fresh. I recommend adding a midget amount of Y. S. Organic Bee Farms RAW HONEY to the tea to add sweetness and health benefits too. I also give myself a treat once in a while by having a much more expense tea (Tribute Xi Hu Long Jing) but this fantastic tea is not practical for maine to drink as my every day tea (although I would if I could afford it ). <br /> <br /> Cons: On my latest dispatch the package shown on the Amazon page is different than the one shipped. The one shipped displays "" NATURALLY HIGH IN POLYPHENOL CATECHINS "" (a key contributive element to the possible health effects of tea ), whereas the Amazon package displays "" CAFFENE FREE "". So I am not sure if this green tea follow Caffene free or non. The other con is that sometimes the tea bag rips open when I unwrap the string from around the tea bag. And then if the string seems stuck to the tea bag I put the pocketbook in the hot water to unstick it.",augmented
"Might embody a little spicy for some, only this clobber shake. Ace use i / 2 and1 / 2 with V8 for a milder interlingual rendition, or the best is a Bloody Sidney caesar! <br /> Half mix, half clamato!",augmented
"One of Green Mountains best blends of coffee in my opinion,love it for your everyday blend, perfect stregnth, excellent blend!",positive
"My cats have been happily eating Felidae Platinum for more than two years. I just got a new bag and the shape of the food is different. They tried the new food when I first put it in their bowls and now the bowls sit full and the kitties will not touch the food. I've noticed similar reviews related to formula changes in the past. Unfortunately, I now need to find a new food that my cats will eat.",negative
The pork barrel chops from Omaha Steaks were very tasty but at the same clip exceptionally teetotal. Pork is usually dry meat but these be to the extreme point. Mayhap shipping them frozen and keeping them frozen was partially the problem.,augmented
My husband and I LOVE these chips! Personally I think the flavor is perfect. Try them for yourself!,positive
"I must be a bite of a wuss, because this soup tastes to me how I imagine fire might taste. Typically Single like spicy nutrient if it has a good flavor. I don ' t find this to represent the case with this soup. Any flavour is killed off by the tan.",augmented
"These Kettle Brand potato chips in the Spicy Thai flavor really do tasting like food I have corrode at a Thai restaurant. The ingredients listed include garlic powder, onion powder, parsley, jalapeno, and "" spices. "" I ' m not sure what other spices thither are, but information technology sure tastes like lemongrass to me. .. yum. These chips are thick cut and very crunch. They come in a in earnest heavy - duty bag. I tried to open it like I do regular chip bags by pulling the two sides apart; no way! The bag is so thick I wonder if it was plastic. I started looking for the scissors and decided that any company that put their chips in a bag this nice must have provided a way to open it. Sure enough, there is a small slit on the top and the simple guidance "" tear here. "" So easy. Why didn ' t I think of that.",augmented
"This offer is a great price and a great taste, thanks Amazon for selling this product.<br /><br />Staral",positive
Put this in my husbands stocking for Christmas and it was a hit.,positive
"These Nature Valley Nut Lovers Variety Pack was perfect. Although I wasn't sure about the peanut butter bar, it was excellent. I loved the Roasted Almond, Roasted Pecan and the Peanut Butter.<br /><br />I will definately buy from this seller again. Quick shipping and very fresh.",positive
"A vile, miserable pancake. I put these in front of my toddler 1 morning and she actually cry out. I wear ' t know if it was their flat and anemic appearance or their salty bitter taste perception. Only the whole straw flour is organic in this mix. The buttermilk, baking sodium carbonate (shining path) and sea salt are non. I am locomote back to Nature ' s Path Buttermilk pancake mix. This one went straight into the garbage.",augmented
"This is an great product. The taste is great, and it works exactly as described. Superb natural sleep aid. AMAZING!",positive
"one of the best chips that you can buy...and i've tried all the kettle varieties, and many others.  There's only a slight taste of jalapeno, and they are delicious. Perfect with a sandwich or alone.<br />If you like being addicted, these are the chip for you. ...See you at addicts anonymous...",positive
"If you're looking for an energy boost without artificial sweeteners and other chemicals, this is a great option.  The taste is decent and it is a nice smooth uplift without jitters.",positive
"This is the first time I've really been misled by other reviews on amazon. I like 5-hr Energy, I find Rain ok and so I thought I'd try this product based on the reviews. Boy am I sorry! I gagged getting one bottle down even with my nose pinched (really). And it leaves the worst medicinal taste in your mouth afterwards. 8 tic tacs at once did not get rid of it! But worst of all, within an hour I was yawning and drowsy. Unless you really like things that taste of a weird tea-flavored cough syrup and don't work, don't buy this! I don't know what to do with the other 11 bottles. big fail",negative
"Awesome dog food. However, when given to my ""Boston"", who has severe reactions to some food ingredients; his itching increased to violent jumping out of bed at night, scratching. As soon as I changed to a different formula, the scratching stopped. So glad Natural Balance has other choices. I guess you have to try each, until you find what's best for your pet.",negative
"Great stuff and dependable, especially when there are a million brands ""out there"" to choose from.  I love the stuff.  For really high end desires, I go with the Apollo Olive Oils from California.  But I buy a whole lot more of this stuff and will buy it again and again.",positive
"I only use raw sugar, it did seem a little smaller than the normal crystals but it is still good. Will buy again.",positive
This  is great stuff.  Made some really tasty banana bread.  Good quality and lowest price in town.,positive
"These individually wrapped pieces are delicious (although Single wish there were a few more than ). Mildly sweet with no cabbage - free aftertaste, yet a traditional "" marchpane - aholic "" should revel these.",augmented
This is a huge supply of them. I'm still working on these and have plenty to spare. Much more effective than buying one from the grocery store or 7-11 every time you want a mint.,positive
"My fiance loves these dark chocolate and nut granola bars and all the grocery stores around us don't carry them anymore!  Once again, Amazon came through and he couldn't be happier.",positive
This is a great ham soup base.  I have used it in Ham and beans and seasoned greenbeans.  Great flavor,positive
"The product was exactly as advertised and fresh.  Unfortunately, I keep them in a candy dish in the office and they are going fast.  We need to reorder to keep up with ""demand""",positive
"I've been eating Ramen noodles since I was a little kid, and I've never found a better flavor than Hot & Spicy Chicken!  It isn't hot at all to a chilihead like me, but it sure is good!",positive
"I bought these for my husband who is currently overseas. He loves these, and apparently his staff likes them also.<br />There are generous amounts of Twizzlers in each 16-ounce bag, and this was well worth the price. <a href=""http://www.amazon.com/gp/product/B001GVISJM"">Twizzlers, Strawberry, 16-Ounce Bags (Pack of 6)</a>",positive
These chips are thick and crunchy.  I absolutely love them.  The taste is perfect.  I like to buy these smaller bags because I cant trust myself with a large bag of these because they taste no good.,positive
"I have never met a Kettle brand chip I did not like. These chips have a great loaded potato flavor, which are flavorful. I like the sweet onion chips better, but these are also at the top of the list for great-tasting potato chips. Kettle chips are great chips f/the money!",positive
"WOW! This ware is rattling impressive. I bought the 8oz blueberry and was pleased with packaging, cost and shipping. The powder dissolves instantly. Even in water! I ' ve just been mixing a 1 / 4 tsp in a small glass of water for now and drinking it down and it tastes great! , but volition tally it to my smoothies and juiced fruit juices next. This product is so economical compared to purchasing fresh blueberries, especially because there is no waste due to model or overripe berries thrown away. I think you could add this to broil or unbaked foods as well. I ' m excited to add more of the SuperFoods to my diet in this fast and easy way. Iodin decidedly will being trying the other flavors soon.",augmented
"<span class=""tiny""> Length:: 0:26 Mins<br /><br /></span>The expiration date is 21 months from the day I bought this product. The tuna, tomato combination is delicious. This is one of the many items I re-order on Amazon every month or so.<br />edit: added a short video, so you see what this combination looks like.<br /><br />I was wearing one of those headlamps, but I didn't do a good job focusing on the tuna.<br />I should film it over, but it doesn't look like many people view this product anyway.",positive
"This is honestly THE BEST seasoning salt in all the land.  It tightens up any dish; not spicy, just perfectly seasoned.  It's perfect, hence, my purchase of this 35 oz. mamma jamma.",positive
"This saltwater taffy had gravid flavour and was very mild and chewy. Each confect be individually wrapped well. None of the candies were stuck together, which did happen in the expensive version, Fralinger ' s. Would extremely recommend this candy! I served it at a beach - themed party and everyone be intimate it!",augmented
Toy was typical quality I expected.  I got taken for a major ride on the shipping!,negative
I bought this for our office to give people something sweet to snack on.  Because it's bite size it's easier for people to grab a couple a pieces rather than an entire licorice stick. My only complaint is that one of the bags broke open in shipping.,positive
This cat food be recommend by my vet because my 13 year old Cleo Cat was having trouble keep any food down and was loosing weightiness. It stopped her problems. She doesn ' t eat as much as before since she seems to be more quenched after eating which helps justify the added price. It aids in digestion since the. .. ok sorry. .. smells are gone if ya know what Iodin mean. Had to add that so anyone experiencing problems with their cats can see there are a fate of benifits from this cat food.,augmented
These screwball arrived fresh and are very tasty. They are non breach or lousy expect alike cashews sometimes can.,augmented
"I have used this oil for several years and it is the best for eating with bread or cooking,  I love the regular, I use it on everything. You won't be sorry you tired it, great for dipping bread and cooking omelet, and green beans.",positive
"I know the product title says Molecular Gastronomy, but don ' t let that scare you off. I have been looking for this for a while now, not for food science, but for something more down to earth. I use it to make my own coffee creamer. <br /> <br /> I have to have my coffee blonde and sweet - simply the flavored creamers are full of the regretful kinds of fat, and honestly, I hate to use manufactured "" food "" items. Ace really don ' t think they are good for the body. On the other hand, I hate using cold milk or cream, because I like HOT coffee. <br /> <br /> I stumbled across this on Amazon one day and got the idea of making my own creamer. I also bought low - fat (non - instant) milk river powder and regular milk powder. The non - instant lowfat milk is a little sweeter and tastes fresher than regular instant low - fat milk, but does not dissolve good in cold water - which is not a problem for hot coffee. You will have to play with the ratios - I would not do just the heavy cream, it made the coffee too rich. Also, I think the powder is too expensive to just use on it ' s own. I like mixing 1 / 3 of each together. <br /> <br /> For flavoring, I bough cocoa bean powder, vanilla bean powder, and caster (superfine) sugar. I mix up small batches along with spices like cinnamon and nutmeg to make my own flavored creamers. If you wanted, you could use a fake sweetner powder instead. I make up small amounts that I store in jelly canning jars. I also use my little food chopper / food processor to blend everything, so the sugar is not heavier and sinks to the bottom. Let it settle for a bit before opening the top though. <br /> <br /> This stuff tastes WAY better than the storebought cream pitcher and it is fun to experiment and come up with your own flavors. Atomic number 53 am going to try using some essential oils next and see if I can get a good chocolate / orange mix. <br /> <br /> All of the ingredients I mentioned are here online. Take the time to experiment. Maybe you don ' t use any low - fat milk. Or don ' t add any flavorings. It is up to you. Also, would make great housewarming / host (ess) gifts. <br /> <br /> I am sure other molecular people will be able to tell you more of what you can do with it, and I am sure I will experiment with it in cooking - but the main reason I bought it was to make my own creamer and it worked out great.",augmented
Delicious. I cannot get Australian ginger where I live. This compares favorably to Australian Ginger I've purchased in other cities. Now I can enjoy it without traveling.,positive
"This is a fabulous marinade!  I love to use it for chicken, either baked in the oven OR on the grill.  This has enough flavor & flair, I've even used it for dinner parties, only to receive rave reviews from my guests!! DEFINITELY worth the price! Super cheap and super easy! Love it!",positive
"Now, I haven't done a side-by-side comparison, but these chips still taste like the real deal. These snack sized bags do as well as the regular brand at the grocery store I work for. Portion control AND reduced fat? Yes, please!  With the Subscribe & Save these are much cheaper than at the grocery store.",positive
I ordered these for my umber theme hymeneals. When they make it I receive to fight off friends because they smell and tasted so good. I literally had to hide the box to the wedding! They were a big hit on my wedding day and there were none left over that we put on the tables. It was a corking tasting product for the lowest price Ane ' ve seen!,augmented
"Gustatory modality like it is stale. Will not order this again. I had this coffee at a 50th year annerversery at a reception granville stanley hall and had to have it. This material tasted nada, corresponding the Douwe Egbert at the hall. This be possibly stale umber.",augmented
"I tried to find israeli couscous in a number of upsacale grocery stores and no luck.  So I decided to try good ole Amazon.com and selected this product.  It is so good..add a few herbs and it's a great side dish, or add more and make a ""pasta type"" salad.so very good.  I am hooked.  Great flavor and so easy to prepare!",positive
My shepherd/collie mix has IBS.  Our vet recommended a limited ingredient food.  This has really helped her symptoms and she likes it.  I will always buy it from Amazon...it's $10 cheaper and free shipping!,positive
"I was surprised about how good this was my family and friends laughed when I told them I bought this. But out of the can ready mix with a little salt, pepper, spinach, and some cheese and it's a great easy meal!",positive
"This seems a little more wholesome than some of the supermarket brands, but it is somewhat mushy and doesn't have quite as much flavor either.  It didn't pass muster with my kids, so I probably won't buy it again.",negative
"Popchips are thence good. I have be following Weight Security guard and lost fifty pound and am at my destination. These Popchips be my salty crunchy indulgence. They taste so good,",augmented
"The SALSA smelled delicious, as I think it probably was - simply, unfortunately, the person, at AMAZON, that is a packer (there is probably several) had very little "" stuffing "" to work with, especially on the bottoms. Therefore, the bottoms were broken on all three bottles. As I reached for my computer; I comprise told NO return (cause it ' s a food item ). I then looked for a CUSTOMER SERVICE tag; and I found "" none "" on their fresh FACE LIFT. THEY SEEM TO BE PROUD OF THEIR NEW FACE LIFT BUT. .. THEY SHOULD AT LEAST rich person A PLACE TO CONTACT THEM IN emergency! LIKE: I BUY A LOT OF "" STUFF "" AND IT ALL COMES IN STYROFOAM BOXES. NEVER WOULD I SHIP thing <br /> ESPECIALLY SALSA - IN A CARDBOARD BOX WITH JUST A STRIPE OF LARGE BUBBLE WRAP ON IT. NO MATTER HOW MUCH THE CARRIER (FED EX) IS CAREFUL, IT ' S GOING TO BREAK SOMEWHERE ALONG THE melodic line. ESPECIALLY IN AN ALL GLASS CONTAINER! BARBARA L. S.",augmented
My daughter loves twizzlers and this shipment of six pounds really hit the spot. It's exactly what you would expect...six packages of strawberry twizzlers.,positive
"My 1 - 1 / 2 year old basenji / jack russell mix loves this dog food. He ' s been noticeably respectable and more energetic since I switched him over from the standard dog foods earlier this year. Despite the higher cost of natural dog foods, I find that he eats significantly less of the Natural Balance dog foods and still stays happy and full. On the normal dog foods, atomic number 2 ' d eat up to 3 cups of dog food a day (the recommended serving for his size ), whereas he only eats about 1 cup to 1 - 1 / 2 cup of the Natural Balance dog food a day. When you take this into account, you ' re actually getting more "" bang for your buck "" with the innate dog foods since you don ' t have to buy as much to lowest just as long as the normal dog foods. .. and a healthier, happier dog, to boot! Mbd in the fact that you can stupefy innocent, 2 - day shipping with Amazon Prime. .. I ' m sold!!",augmented
"One of my cats is allergic to fish and beef. This rule is i of the few she can eat, and it has much better ingredients than the prescription diets uncommitted at the veterinary surgeon. Both of my pussycat are very active, have balmy sheeny fur, and neither are fat. Dry food reduces tartar buildup on teeth, also.",augmented
"I love this flavor of ramen! I don't eat other flavors anymore because they taste too bland by comparison. For the convenience of having it delivered to my home (I have prime, so I get it in two days and don't have to pay for the shipping), the price on amazon isn't bad at all, but it is still cheaper to run down and pick up a case of this at the grocery store.",positive
Before I find this mix on Amazon I always bought it in Hale Food Store. <br /> I like this mixture and when I be doing the pancakes they came rattling pleasant tasting and fluffy. <br /> Just one small secret: Try to impart the Seltzer water instead of regular one.,augmented
"I agree with the other review, these chips are not for a sore mouth or tender gums. The chips are very hard and the taste is delightful if you enjoy the salt/vinegar combo. Unfortunately, every bag I received in that case was over cooked! They were very dark and only a few golden brown chips in each bag. They definitely need to improve that!",negative
"I purchased as a giveaway for a baby shower with Jungle theme! They worked out perfect for 25 small bags of candy. I purchased 5#. If you want more than 25 small bags, I would purchase a larger bag.",positive
"I bought this coffee because information technology much cheaper than the ganocafe and has the organic reishi mushroom as substantially as other salubrious antioxidants. I didn ' t expect information technology to savour good, but it actually does! I ' ve only had it for a few days and for $ 5 its totally worth it. My sisters all take ganocafe but now I ' m introducing them to this less expensive similar coffee. I testament follow up on this product in a few weeks. : )",augmented
"I've been drinking this tea for the past 8 or 10 years, usually buying a box or two when visiting large metropolitan areas, where many Middle-Eastern stores carry loose Ahmad teas, usually at $5-7 for a pound box.  I've always considered it an unremarkable but robust tea, with enough aroma and taste, and beautiful reddish color, perhaps not good enough a tea to drink on its own, but a decent base for mixes.<br />This tea, however, is nothing of the sort. Freshly opened package has almost no characteristic tea smell, and the brewed tea is weak, flat and tasteless.  Somehow it just does not seem to be the same product anymore. So, you get a lot of tea for the money, but the quality is such that you might as well drink Lipton bags, they are not that much worse.",negative
"Like the other people mentioned, this coffee has a great taste sensation. Iodin ' ve tried different inst coffees before, but this one and only is one of the better ones. Another one of my favorites, if you want to try it extinct (though NOT organic ), exist ' Africafe pure instant coffee '",augmented
"I had tried both of the Guayaki energy shots and I don't like the taste of either of them! This one has more natural caffeine and tastes much better. I like them cold for sure. My husband and I take these on road trips in a little cooler with ice and waters and we don't have to make stops for coffee! Especially on the turnpikes where it's just way too expensive. It's worth the $[...] per shot. We normally split them. I'm really sensitive to caffeine, even the natural kind so I get a little weird if I drink the whole thing but that's the same for coffee too for me. My husband drinks the whole shot and gets a nice wake up boost. I would recommend these over any of the sinthetic shots out there. You can feel good about putting this in your body! I'll be ordering again soon for sure =)",positive
These remind me of dog treats I made once using pumpkin and cinnamon. They ' re kind of bland and not my favorite Back To Nature merchandise. Only my finace really loves them therefore that ' s where the three headliner come from.,augmented
This peppermint stick is delicious and fun to eat.  My dad got me one for Christmas because he remembered me having a similar one when I was a little girl.  I'm 30 now and I love it!,positive
I ' ve never heard of the SAFCOL brand before but I was fag of only trying the typical pouches; Starkist and Chicken of the Ocean. I was really surprised as I reckon it was a bit well than the other brands and with less seasoner.,augmented
"This is ridiculous.  The best gourmet ketchup I have ever tasted.  It is pricey, but wow..love this stuff.  It would make a great gift for someone who is hard to buy for but loves their ketchup.  Yummy!",positive
"I have lived out of the US for over 7 yrs now, and I so miss my Twizzlers!!  When I go back to visit or someone visits me, I always stock up.  All I can say is YUM!<br />Sell these in Mexico and you will have a faithful buyer, more often than I'm able to buy them right now.",positive
"HEY! These are GREAT Waffles and Pancakes! We have to add 50% more mix, tho, as the recipies on the bag are VERY thin. But we have a lot of fun with this Arrowhead Mills Buttermilk Pancake & Waffle Mix! We serve them "" as is "" with fried eggs and REAL maple syrup, <a href = "" http: / / world wide web. amazon. com / gp / product / B002483TSQ ""> Butternut Mountain Farm Vermont Pure Maple Syrup, Grade A Darkness Amber, 1 Pint Jug </ a >, or with warm strawberry muddle and whipped cream, or Cool Whip, or add brown sugar to the commixture to change the flavor and make a crispy waffle, or add 1 / 4 cup sugar and 1 / 4 cup malted milk powder <a href = "" http: / / www. amazon. com / gp / product / B001EQ4HVC ""> Carnation Malted Milk, Archetype, 13 - Ounce Jars (Pack of 3) </ a >, for awesome gourmet pancakes and waffles like they serve at the Hilton! Its handy to have extra bags on hand, too, and you cant beat the Subscribe and save price. This mix be 70% ORGANIC, too!",augmented
A expert tasting promiscuous splintering that has some value in victuals. Everyone stick the munchies. .. . personify this is a good alternative to eating potato chips!,augmented
"I have always been a fan of Kettle chips. When you open a bag of Kettle chips you know you are going to get quality. These chips are no exception and live up to the gens printed on the package. <br /> <red brigades /> The New York Cheddar chips have a very subtle flavor to them. You can taste the cheddar in them; but it doesn ' t flavour you in the face like supermarket brand chips might. The taste lingers as well which be a definite plus! <br /> <br /> Another aspect about these Kettle chips is the fact every chip is nice and crisp, that crunch in your mouth. On top of that on that point are no burnt chips in any of the dish I have had since the purchase. The only negative I might have is that the flavoring of the chips is uneven. Some chips might pack a nice cheddar punch while another might taste rather plain. This isn ' t a big flaw as it happens when getting seasoned and doesn ' t ruin the bag at all. <br /> <br /> Overall the quality of the chips is fantastic. The flavor is great and you wont ' be disappointed, especially if you are a cheddar lover!",augmented
This is the best way to fudge a roast. Our local grocery went stunned of buisness and so Unity could not find this product till One looked here. Please proceed to observe this product usable!,augmented
"This is a confection that has been around a few centuries.  It is a light, pillowy citrus gelatin with nuts - in this case Filberts. And it is cut into tiny squares and then liberally coated with powdered sugar.  And it is a tiny mouthful of heaven.  Not too chewy, and very flavorful.  I highly recommend this yummy treat.  If you are familiar with the story of C.S. Lewis' ""The Lion, The Witch, and The Wardrobe"" - this is the treat that seduces Edmund into selling out his Brother and Sisters to the Witch.",positive
"I must be a bit of a wuss, because this soup tastes to me how I imagine fire might taste. Typically I like spicy food if it has a good flavor.  I don't find this to be the case with this soup. Any flavor is killed off by the burn.",negative
"These chips take in the right quantity of crush and I enjoy the gustatory modality. Chips are consistent and have a fairly even distribution of harden. Ace like the 2 - oz sizing bags, just the right amount of money of chips.",augmented
"HEY! These are GREAT Waffles and Pancakes! We have to add 50% more mix, tho, as the recipies on the bag are VERY thin. But we have a lot of fun with this Arrowhead Mills Buttermilk Pancake & Waffle Mix! We serve them ""as is"" with fried eggs and REAL maple syrup, <a href=""http://www.amazon.com/gp/product/B002483TSQ"">Butternut Mountain Farm Vermont Pure Maple Syrup, Grade A Dark Amber, 1 Pint Jug</a>, or with warm strawberry jam and whipped cream, or Cool Whip, or add brown sugar to the mix to change the flavor and make a crispy waffle, or add 1/4 cup sugar and 1/4 cup malted milk powder <a href=""http://www.amazon.com/gp/product/B001EQ4HVC"">Carnation Malted Milk, Original, 13-Ounce Jars (Pack of 3)</a>, for awesome gourmet pancakes and waffles like they serve at the Hilton! Its handy to have extra bags on hand, too, and you cant beat the Subscribe and save price. This mix is 70% ORGANIC, too!",positive
"Kettle chis are the best ever! These used to be my favorite flavor until I tried their Salt and Pepper kind but I'm sure this is just a personal preference.<br /><br />Crunchy, real potato chips!",positive
"""Sugar in the Raw""(tm) Please Harvest Cane w/o Burning<br />To be delivered to: HC&S<br />Dear ""Sugar in the Raw"" folks,<br /><br />We who buy your product care about the environment. And we'd like to know that you care too. When you burn the cane fields on Maui, it adds to the CO2 and worsens climate change. And the smoke from your burning is damaging the lungs of your workers, your workers' children and the residents of Maui.<br /><br />We love your product and want you to change to no-burn harvesting so we can continue to buy it, knowing we aren't contributing to Global Warming and lung disease.<br /><br />[...]",positive
"The taste of these white cheddar prostrate breads represent like a regular cracker - which is not bad, except that I bought them because I wanted a cheese taste. <br /> <br /> What was a HUGE disappointment? How misleading the packaging of the box is. The photo on the box (I bought these in entrepot) makes it look like information technology is full of long flatbreads (expanding the length and width of the box ). Wrong! The plastic tray that holds the crackers is astir 2 "" smaller all around - leaving you with about 15 or so small flatbreads. <br /> <brigate rosse /> What is also bad about this is that the company states they use biodegradable and eco - friendly packaging. FAIL! They used a HUGE boxful for a ridiculously small amount of crackers. Not ecofriendly at all. <br /> <br /> Would I buy these again? No - I feel ripped off. The other crackers (like Sesame Tarragon) give you a little <br /> more bang for your buck and have more flavor.",augmented
"Just awful!  I thought food was supposed to taste good!  I had to eat ice cream afterwards to get the taste out of my mouth, it's that bad.",negative
"I really enjoy this product. Ace had such a severe time finding it affordable in the storage. Once I found it I look no further, it ' s the solitary lolly One practice. Thanks thus often.",augmented
"These Albanese gummi bears and rings and thus on personify very good and tasty and high tone. The bears even have little faces. At my local candy store this type of gummi stuff (bears, rings, snakes, balls, dirt ball, whatever) are about $ 10 / lb. These twin packs of 4. phoebe or pentad pound bags be a screaming deal equally far as I ' m concerned. I ' m probably 50 pounds deep in these friggin ' things. Consumed!",augmented
"I love these.........very tasty!!!!!!!!!!!  Infact, I think I am addicted to them.<br />Buying them in packs of 6 bags - is very reasonable than going to Target and getting a bag.  Savings are about a $1.00 a bag.  I use subscribe and save on these and several other product.  I love subscribe and save!!!!!!!!!!!",positive
"Unity started drinking the power slim tea when I was on the HCG diet to help curtail cravings. Since I liked it so well, Ace tried some of the others and I am now hooked! They are so satisfying that I drink them all the time. The Energy gives you that extra pickax - me - up in the afternoons that helps keep me go all daytime, no matter how long.",augmented
Twizzlers brand licorice is much better than that other substantially known brand. <br /> If you can get these for $ two to $ ii. 50 a package with spare s / h it ' s a unspoiled deal. <br /> The black and reddish have good taste; but the strawberry taste live besides delicate and barely there,augmented
"I LOVE these chips!  It is a little weird to review potato chips.  But these chips are great. The crunch is just right, plus they have just the right amount of salt. Not to salty not too bland. They are a little oily but that's ok. The best thing is the 2 oz package. When I buy a larger bag it's harder to resist eating them all.  This 2 oz package allows for a little ""portion control"". Be sure to use your scissors to open, 'cause these chips are packaged for freshness and don't open easily. Enjoy!",positive
"My 1-1/2 year old basenji/jack russell mix loves this dog food. He's been noticeably healthier and more energetic since I switched him over from the standard dog foods earlier this year. Despite the higher cost of natural dog foods, I find that he eats significantly less of the Natural Balance dog foods and still stays happy and full. On the normal dog foods, he'd eat up to 3 cups of dog food a day (the recommended serving for his size), whereas he only eats about 1 cup to 1-1/2 cup of the Natural Balance dog food a day. When you take this into account, you're actually getting more ""bang for your buck"" with the natural dog foods since you don't have to buy as much to last just as long as the normal dog foods... and a healthier, happier dog, to boot! Add in the fact that you can get free, 2-day shipping with Amazon Prime... I'm sold!!",positive
"Green Mountain "" Nantucket Blend "" K - Cup make a very good cup of coffee in my <a href = "" http: / / www. amazon. com / gp / product / B000AQPMHA ""> Keurig B - 40 B40 Elite Gourmet Single - Cup Home plate - Brewing Organisation </ a >. This is a very smooth tasting brew that my wife prefers over the <a href = "" http: / / www. amazon. com / gp / product / B0029XDZIK ""> Coffee Hoi polloi, Sinker Shop K - Cups for Keurig Brewers (Pack of 50) [Amazon Frustration - Free Packaging </ a> ] I generally drink in the morning. <br /> <br /> These are good on both "" Small "" and "" Large "" cup settings as well. <br /> <br /> Highly Recommended! <br /> <br /> CFH",augmented
"This tea tastes almost as good as the tea you would get at an Indian restaurant. It's much better than getting a teabag and making it the English way, with a lot of water and a bit of milk. This is very creamy and tasty. My only criticism is that there aren't enough sachets in the box. Only 10. Since the directions say that you use one sachet for 100ml of water (approximately half a cup), it's not enough for a good cup of tea, so I use two. That means that one box is only good enough for five cups of tea. But it's a delicious after-dinner drink! I would buy this again if there were more sachets in a box.",positive
"I LOVE spicy ramen, but for whatever reasons this thing burns my stomach badly and the burning sensation doesn't go away for like 3 hours! Not sure if that is healthy or not .... and you can buy this at Walmart for $0.28, way cheaper than Amazon.",negative
This mix is really poorly packaged and breaks open easily during shipping. Nearly a full bag of my order was spilled in the shipping box seat. triplet bags out of 4 feature come unsealed at the top. There be no bust in the software program.,augmented
These little guys are tasty and refreshing.<br /><br />I usually eat salads for lunch which can do terrible things to breath.  I eat 2 of these after lunch (because they are so small) and I find this sufficiently resolves the problem.<br /><br />They're sugar free (sugar can actually help the smelly bacteria grow) which is great and they're tasty enough that I almost think of them as part of my lunch.<br /><br />This is a good bulk value buy and I'd highly recommend the mints themselves.  Cheers!,positive
My husband and Ace LOVE these chip! Personally I remember the flavor is perfect. Essay them for yourself!,augmented
"Just dreadful! Atomic number 53 guess food was supposed to savour good! I receive to deplete ice cream afterwards to get the taste taboo of my sass, it ' s that bad.",augmented
"McCann's makes oatmeal for every oatmeal connoisseur, whether one likes it from the raw pellet state that cooks for half an hour, to the sloth addled instant, which can be done in the microwave for under three minutes. It's all good, that's for sure, and the beauty of the instant variety is that it is available in different flavors as well as regular.<br />  This variety pack allows different tastes to be explored, as well as giving you a chance to experience the difference between McCann's and other well-known oatmeals. What I personally like about McCann's is that it cooks up thicker and with more body than the top brand here in America. The Apples & Cinnamon, though, tends to be a little liquidy so you may want to experiment with the amount of water you add. In my 1300watt microwave the oatmeal cooks up in about one minute and twenty-seven seconds, so you should also watch that to get a handle on how much time and water to use.<br />  The only bad thing -- if you can consider it a bad thing -- about this offering is that you have to buy in lot so you'll end up with six ten-count boxes. This is good if you have a whole family of oatmeal-eaters, but if you're a single person alone -- well, love oatmeal.",positive
I am very slaked with my Twizzler leverage. I shared these with others and we have all savour them. I testament definitely be ordering more.,augmented
"Watch your prices with this.  While the assortment was good, and I did get this on a gold box purchase, the price for this was<br />$3-4 less at Target.",negative
